path,label,pca_features
s3://p9-compartiment/Test_aws/Fig/r_30_100.jpg,Fig,"[-0.5037786364555359, -0.9046497941017151, -7.592483997344971, 5.78338623046875, -4.5787858963012695, -5.9575676918029785, 0.13914549350738525, -3.4217605590820312, -0.4359655976295471, 3.99729061126709, 2.151634693145752, -1.0691856145858765, 2.8120548725128174, 2.638833522796631, -0.9616484642028809, -2.3111815452575684, 0.47795262932777405, 0.543982207775116, 1.4893962144851685, -1.7134613990783691, 2.6882269382476807, -4.214022636413574, -1.2527334690093994, 1.9680750370025635, -1.7377429008483887, 0.13242675364017487, 1.322059988975525, -3.381298780441284, 1.7229050397872925, -2.1427295207977295, -0.6800130009651184, 0.6091623902320862, -0.3314082622528076, -0.9803628921508789, -0.08467302471399307, -1.1668293476104736, 2.197758913040161, -0.383783757686615, -1.5844762325286865, -2.0902559757232666, -1.7351019382476807, -0.9250949025154114, -0.6939764618873596, 2.5342049598693848, 2.04176926612854, 1.7892224788665771, 3.7038543224334717, -2.155601739883423, -1.1612218618392944, -1.1560138463974, 1.0437040328979492, -1.823960781097412, 2.1130309104919434, 2.103137493133545, 1.826475977897644, -0.3783871531486511, 1.2326387166976929, 3.7997844219207764, -1.3664129972457886, 2.2206997871398926, -2.6346447467803955, -0.5984058380126953, 1.2659515142440796, -0.8643088936805725, 1.6788092851638794, 1.1514002084732056, -2.4587106704711914, -2.0962538719177246, 1.910285472869873, -1.7738533020019531, -3.667196750640869, 1.655708909034729, 0.1354442983865738, 0.5451445579528809, 0.11613460630178452, 0.6033979058265686, 0.3764210641384125, 1.546997308731079, 0.23261262476444244, -0.10891410708427429, -0.37516066431999207, -1.1094812154769897, 0.29790347814559937, -0.5196046829223633, 0.22944720089435577, -1.016064167022705, 0.24550780653953552, 0.778595507144928, 1.4560670852661133, 0.9269598722457886, -0.14948152005672455, 0.45190924406051636, -0.7880401611328125]"
s3://p9-compartiment/Test_aws/Papaya/r_239_100.jpg,Papaya,"[-2.5159058570861816, 15.044867515563965, -5.5694193840026855, 6.526756763458252, -1.7591701745986938, -4.018865585327148, 1.7618557214736938, -0.6680694818496704, -0.9511156678199768, -3.9969403743743896, 1.0943299531936646, 4.522890567779541, 1.0045446157455444, 6.03898811340332, 0.8176348805427551, 3.388718366622925, 2.9936366081237793, -0.5094665288925171, -1.9643818140029907, 3.930025577545166, -1.6599786281585693, 3.4410345554351807, 2.9065840244293213, 1.1988359689712524, -4.501359462738037, -1.8737231492996216, -0.38707247376441956, -0.2746233642101288, -0.9213600158691406, 3.920830011367798, 3.4778993129730225, 1.3700546026229858, 3.256380558013916, -1.111133337020874, 0.9031643867492676, 0.12184040993452072, 2.137561559677124, -1.1629626750946045, 0.5250272750854492, 0.17713823914527893, 1.4299418926239014, -2.7620065212249756, -2.6015288829803467, -0.550399899482727, -1.8180230855941772, 1.5442681312561035, 3.2128217220306396, -2.25778865814209, 0.15590637922286987, -0.45608627796173096, 5.083138942718506, -2.6851859092712402, 1.12476646900177, 0.13054844737052917, 0.23985712230205536, -0.9437674283981323, 3.695456027984619, 0.9625738859176636, -2.7160086631774902, -0.6752875447273254, -0.5524362921714783, 1.827857255935669, -1.0252033472061157, -1.2908682823181152, 1.1816288232803345, 0.9960913062095642, 1.2533257007598877, 0.01749088615179062, 1.5622401237487793, 0.33695313334465027, 1.8211331367492676, -3.400904655456543, -0.805439829826355, 0.3041938245296478, -0.2965136468410492, 1.2061192989349365, -0.42818155884742737, 1.6153380870819092, 0.3600021302700043, 1.2197614908218384, -0.669590413570404, 0.18805493414402008, 0.11938909441232681, -1.446737289428711, 0.34864479303359985, -1.6452569961547852, 1.7875224351882935, 0.4621523916721344, 1.308130145072937, -0.23504431545734406, -1.6249638795852661, -0.8269540667533875, -0.29962801933288574]"
s3://p9-compartiment/Test_aws/Mango/r_136_100.jpg,Mango,"[2.749983787536621, 5.638095855712891, -3.2843990325927734, 6.573129653930664, 3.065009832382202, -7.732608795166016, -1.0769522190093994, 3.4318385124206543, 6.9277873039245605, 1.6777639389038086, 4.286611080169678, 5.58897066116333, -0.8905428647994995, 2.178194999694824, 5.257071495056152, 2.578458547592163, 2.9715054035186768, 1.7302143573760986, 1.7967973947525024, 2.645385980606079, 0.2507459223270416, 0.7357645034790039, 0.18626654148101807, 5.976175308227539, -3.1178417205810547, 0.7474384307861328, 0.17377209663391113, 0.464995414018631, 1.7245618104934692, -2.103400945663452, -3.161098003387451, 0.7652397751808167, 0.02888307347893715, 0.9952298402786255, -0.17858757078647614, 0.0745176374912262, 1.707900047302246, 0.9268284440040588, 0.29911932349205017, 1.7878146171569824, 2.397991418838501, 0.5033963322639465, -4.209145545959473, 0.6144196391105652, 4.101801872253418, -1.4907270669937134, 0.9993366599082947, 1.3768692016601562, 2.346879243850708, 1.543012022972107, 0.40787172317504883, -0.2660469114780426, -0.5543387532234192, -0.044052332639694214, -1.6638904809951782, -0.4017432630062103, 3.090482234954834, 1.4249317646026611, -1.8991721868515015, -1.4784307479858398, -1.5708222389221191, -1.5694348812103271, -1.4749772548675537, -1.0090291500091553, -3.1598258018493652, 1.8761235475540161, -2.2449021339416504, 0.6057971715927124, 2.167926549911499, 1.8584083318710327, 2.7793455123901367, -1.341596245765686, -1.0081275701522827, 0.03595448657870293, -2.2065069675445557, -0.2847999334335327, 1.1609231233596802, 0.40490609407424927, 0.6919623017311096, 0.5082579851150513, -0.6920652985572815, 0.9843168258666992, 0.5113410353660583, -0.7292822003364563, -1.0572624206542969, -2.0097100734710693, 2.880722999572754, 2.204493999481201, 1.2363940477371216, 0.5799864530563354, 1.6902921199798584, 1.4992369413375854, -1.7517973184585571]"
s3://p9-compartiment/Test_aws/Tomato 4/203_100.jpg,Tomato 4,"[12.815838813781738, -18.220218658447266, 1.5667561292648315, -1.3966383934020996, 0.6606026291847229, 8.072731018066406, 7.476088047027588, 0.8770091533660889, -4.620110988616943, -7.311096668243408, 1.09743332862854, 3.2400095462799072, -2.2615461349487305, 1.6415904760360718, 4.298214912414551, -2.9894869327545166, -0.33729133009910583, -3.0885236263275146, -0.7248770594596863, -1.5679339170455933, 0.9718759655952454, -0.6568276286125183, -4.177669048309326, 1.2441918849945068, -0.7280614972114563, -2.754134178161621, -0.16402527689933777, -0.7130313515663147, -4.141151428222656, 3.8451528549194336, -0.23307228088378906, 0.14548850059509277, -1.8922996520996094, -0.6056127548217773, -0.5611404180526733, 0.37836650013923645, 5.032996654510498, -2.029555082321167, 0.8945522308349609, 2.297697067260742, 1.6690748929977417, 1.5352227687835693, -1.3484996557235718, -0.8209558725357056, 2.507761240005493, 0.41299712657928467, -0.7955847382545471, 0.918531060218811, -1.6087568998336792, 2.821643829345703, 1.9819508790969849, -2.3455348014831543, 0.618894100189209, 1.568345308303833, -1.3175241947174072, -1.1025331020355225, -1.4235790967941284, -0.41524603962898254, -2.185594081878662, -1.2291852235794067, -0.8218414187431335, -0.8314424157142639, -1.0113599300384521, 0.3194551169872284, 2.3984177112579346, 1.0141946077346802, 1.0815770626068115, 3.402388095855713, -0.5668753981590271, -0.012143091298639774, -2.656306028366089, 0.2641851603984833, 0.23050259053707123, -0.43350765109062195, -0.951295018196106, 1.9285709857940674, -0.9252322912216187, 0.6245562434196472, 0.2437041997909546, -1.671330451965332, -0.3421860337257385, 0.6188015937805176, -0.29143938422203064, -1.1008254289627075, -0.10054819285869598, 2.0866332054138184, -0.6142615675926208, -0.6543440222740173, -0.7538439631462097, 0.01226180512458086, -0.829820454120636, 0.5688999891281128, 0.18945401906967163]"
s3://p9-compartiment/Test_aws/Blueberry/r_252_100.jpg,Blueberry,"[-4.477187633514404, -10.185040473937988, -16.076339721679688, 7.491205215454102, 9.897554397583008, -2.9960927963256836, 6.740717887878418, 1.309464454650879, 0.290257066488266, 11.475791931152344, -3.5693061351776123, -6.804064750671387, 1.3356853723526, 2.096071720123291, 0.7186174988746643, -6.469261646270752, 1.7751010656356812, -4.480716228485107, 7.13600492477417, -4.804389953613281, -0.27466079592704773, -1.7934542894363403, -2.2770042419433594, -0.8742901682853699, 1.3863812685012817, -4.791537761688232, -0.10943995416164398, -0.3016129434108734, 0.33894896507263184, -0.4035896956920624, -5.952728271484375, -4.476214408874512, 2.5050806999206543, 3.9649174213409424, -1.9244855642318726, 5.113364219665527, 2.89477276802063, 0.7909923791885376, 4.280250549316406, -4.196196556091309, -1.529260277748108, 0.8463099598884583, 3.385448694229126, 0.7367889285087585, -0.36648935079574585, 1.0976970195770264, 1.1888774633407593, -6.1426520347595215, -4.787309169769287, -0.17958484590053558, -0.427030086517334, 0.3956223130226135, 0.7424947619438171, 0.2371501922607422, -0.525099515914917, 7.83864164352417, 2.930938959121704, 5.48663330078125, -0.0337970070540905, -0.07793199270963669, -2.585116147994995, 0.25295135378837585, -2.8829116821289062, -0.36429911851882935, -4.531752586364746, 2.565953254699707, 0.009952968917787075, 4.693606376647949, -1.0598909854888916, 0.5101501941680908, -4.707408428192139, -1.904700756072998, -0.7854522466659546, -0.3452800214290619, 5.2274322509765625, 3.0894880294799805, -2.6453568935394287, 5.8666534423828125, 3.9213168621063232, 1.9754506349563599, -1.3753076791763306, 2.0530993938446045, -0.7222522497177124, -0.5955927968025208, 0.48323413729667664, -2.1031975746154785, -3.5000317096710205, -2.795809507369995, 0.02286963164806366, -0.4421966075897217, 0.17899733781814575, -1.7551145553588867, 1.1499000787734985]"
s3://p9-compartiment/Test_aws/Apple Golden 2/r_149_100.jpg,Apple Golden 2,"[2.1415042877197266, 8.00771427154541, 6.361434459686279, 0.07030043005943298, 5.278371810913086, -9.151127815246582, -0.04793541133403778, -2.5984506607055664, 2.0551140308380127, 0.6968322992324829, 5.7010817527771, 2.6960062980651855, -1.3052276372909546, 0.1968180239200592, 10.242218971252441, -0.18588656187057495, 0.6561765074729919, -1.4246400594711304, 4.70972204208374, -5.439547538757324, -2.164283514022827, 3.265151023864746, 0.8250759243965149, -2.131547212600708, 1.3723444938659668, -4.872725486755371, -0.22362014651298523, 4.070144176483154, -2.5586838722229004, 0.9447976350784302, 1.4795485734939575, 2.118350028991699, 1.5073463916778564, 2.3604202270507812, 1.4424933195114136, 1.185221791267395, -1.8322291374206543, 0.4365994334220886, 0.41439270973205566, -0.8714561462402344, -3.4798521995544434, 1.3854646682739258, 1.678870677947998, -0.6866118311882019, -2.660212755203247, -0.8257250189781189, 0.8273165225982666, 1.2113629579544067, -1.210364818572998, 2.54191517829895, -2.0692291259765625, 1.0186948776245117, -1.9195547103881836, -0.39381715655326843, -2.821364402770996, -1.110406517982483, -3.374851942062378, 2.0091705322265625, 2.6385414600372314, 1.320773720741272, -1.2819079160690308, 0.4559902250766754, -1.3648831844329834, 0.29635706543922424, 0.9335801601409912, -0.05716997757554054, -1.7084085941314697, -4.72507381439209, 2.067692995071411, -0.22524550557136536, -2.215702533721924, 0.6955472230911255, 0.29362809658050537, -0.24741552770137787, -0.4850643277168274, 0.41124147176742554, 0.7665179967880249, -3.363593101501465, -0.6000874042510986, -2.360273838043213, -0.1533598154783249, -0.7830381989479065, 0.5286397337913513, 1.2932716608047485, -0.3918165862560272, -1.1153650283813477, -2.070003032684326, -0.11428879201412201, -1.2103493213653564, 0.5019715428352356, -3.7056596279144287, -1.4275178909301758, 1.2740366458892822]"
s3://p9-compartiment/Test_aws/Potato Red Washed/r2_52_100.jpg,Potato Red Washed,"[12.002816200256348, -8.109790802001953, 1.701892375946045, 2.5825512409210205, -3.4028773307800293, -2.7477948665618896, 0.7221158146858215, -0.2561399042606354, 1.0288196802139282, -4.823949813842773, 5.427090644836426, -3.4898157119750977, -3.392225742340088, -1.1705862283706665, -0.5195664167404175, -3.1880786418914795, -0.36248376965522766, 2.516990900039673, -2.6208064556121826, 1.324257254600525, 0.5538066625595093, -0.45614439249038696, -0.5649462938308716, -3.1878511905670166, 0.026884857565164566, 3.3656651973724365, -0.34389472007751465, 1.2030189037322998, -0.712662935256958, -0.9650021195411682, -2.0181386470794678, -1.5496928691864014, 1.8700875043869019, -2.782611608505249, 3.947124481201172, -0.9313017725944519, -1.5727264881134033, -0.8989346623420715, 1.4423041343688965, -2.1264255046844482, -0.4112403690814972, -2.2724850177764893, 2.712939977645874, 0.9851716756820679, -0.6144120693206787, 1.346004605293274, 2.272888422012329, 1.757332682609558, 0.479200541973114, -0.12011079490184784, -0.4265231788158417, -1.7135255336761475, 1.9050030708312988, -0.41546133160591125, -1.4958044290542603, -0.209111288189888, -0.13450512290000916, 0.12375577539205551, 1.118125557899475, 3.1777665615081787, -0.5457309484481812, 1.2509660720825195, 0.5958108305931091, 1.0770022869110107, -1.0644763708114624, -1.99931800365448, 0.15954238176345825, 0.18698863685131073, 1.3917350769042969, -0.6753814220428467, 0.6423425078392029, 0.5394094586372375, 1.0746883153915405, -1.1498485803604126, 0.9982510805130005, 1.4336684942245483, 0.41057324409484863, -0.05010213702917099, -1.737589716911316, 0.6367530226707458, 0.9906892776489258, 0.17986086010932922, 2.23186993598938, 1.1078708171844482, -1.3959983587265015, -0.5285129547119141, 1.7646890878677368, -0.49131810665130615, -1.234540581703186, -0.4395124316215515, -2.3825669288635254, -1.1132899522781372, -0.4320395588874817]"
s3://p9-compartiment/Test_aws/Redcurrant/r_12_100.jpg,Redcurrant,"[2.8478481769561768, -25.710283279418945, 3.48020601272583, 1.5420260429382324, 1.4750521183013916, -7.414438247680664, 17.64319610595703, 2.5458896160125732, -6.64259147644043, -4.332769870758057, -1.560899019241333, 7.853832721710205, -7.180690765380859, -6.340821743011475, 6.204982280731201, -3.3998985290527344, 8.528338432312012, -2.0895228385925293, 5.917837619781494, -3.460747241973877, -3.75956654548645, 1.824577808380127, 3.111706495285034, -1.3954113721847534, -0.10947363823652267, -1.3342156410217285, -1.738356113433838, -7.001694202423096, 2.1464312076568604, -2.107974052429199, 2.3498594760894775, -0.5021607279777527, -0.7618815898895264, -1.6935824155807495, -0.6804941892623901, -3.7001616954803467, 8.230892181396484, -2.023362636566162, -4.83550500869751, 9.985651969909668, 9.464262008666992, -3.014019012451172, 6.4931440353393555, 0.3208337426185608, -2.364377737045288, 5.0435614585876465, -0.6420445442199707, -2.766709566116333, -5.882297992706299, -4.788275241851807, 3.2156434059143066, 2.7035255432128906, -1.2745387554168701, -2.47373366355896, 6.5764479637146, 6.043217658996582, 7.660701751708984, 4.1790385246276855, -0.7011911869049072, 0.25567349791526794, 5.344722270965576, 3.8320140838623047, 0.5201476216316223, -5.902024269104004, 2.091994047164917, 4.407919883728027, 2.3439533710479736, -8.369207382202148, 0.6290981769561768, 0.42967280745506287, 2.7927751541137695, 1.5863571166992188, 5.297491550445557, -5.101742267608643, 2.7678651809692383, 1.3170782327651978, 7.394659042358398, -2.4790186882019043, -1.510921835899353, -2.1393396854400635, 1.0931049585342407, -0.7471843957901001, 3.7542877197265625, 5.570979595184326, -4.846773147583008, -2.507927179336548, 0.028041284531354904, 1.7732244729995728, 1.8352384567260742, 2.023911952972412, -0.3931206464767456, 3.2780184745788574, 1.0754104852676392]"
s3://p9-compartiment/Test_aws/Corn/r_172_100.jpg,Corn,"[-14.397309303283691, 0.11337029933929443, 14.397167205810547, -2.9641001224517822, 7.577239990234375, 9.845024108886719, -0.4733127951622009, -3.5696423053741455, -2.179654836654663, 6.595819473266602, -8.673314094543457, -0.20800751447677612, -3.1085517406463623, -1.6844165325164795, 4.606166839599609, -7.840705871582031, 1.7983894348144531, 15.576723098754883, -4.468884468078613, 5.770322799682617, 4.236700534820557, -3.1282424926757812, -3.1038360595703125, -4.776369094848633, 3.0803942680358887, -0.9893201589584351, -0.31860795617103577, -0.6003091335296631, -0.8282144069671631, 1.841493844985962, 1.153497576713562, 1.6923229694366455, 2.474050283432007, 6.372339248657227, 1.1334971189498901, -4.943655490875244, 1.1095755100250244, 2.4269440174102783, 6.403223514556885, -3.041187286376953, 1.5656013488769531, 1.2884459495544434, 2.1163504123687744, 0.10937757790088654, -2.129420518875122, 1.012506127357483, 2.189197540283203, 3.9698355197906494, 3.0365703105926514, 2.542133331298828, -4.985420227050781, 0.1923614889383316, 8.562994003295898, -1.2101305723190308, -4.184326648712158, -2.455404043197632, 5.535536289215088, 1.2783031463623047, -0.3524148464202881, -0.9128684997558594, 1.920431137084961, -6.646763324737549, -2.2506370544433594, -3.341607093811035, -2.915975570678711, -10.652750968933105, 0.8998122215270996, -0.6879660487174988, 0.1658870279788971, 3.205517053604126, -1.813531517982483, 3.984126329421997, 2.3172764778137207, 1.9186298847198486, 0.22204214334487915, -3.507992744445801, 5.96902322769165, 1.488552451133728, 0.18656904995441437, -2.001850128173828, -4.081191062927246, 9.496265411376953, -1.741351842880249, -1.737795114517212, -1.8293064832687378, -0.7567628026008606, -2.034736394882202, 2.1773529052734375, 2.3683393001556396, 0.3716614246368408, 2.3451037406921387, -7.304814338684082, -8.060608863830566]"
s3://p9-compartiment/Test_aws/Grape White 3/31_100.jpg,Grape White 3,"[-4.558151721954346, 1.3051785230636597, -1.1029726266860962, 4.124786853790283, 9.843565940856934, -3.714567184448242, 2.0852739810943604, 4.353250980377197, -2.0304551124572754, -7.605233669281006, -1.5517997741699219, -0.3508280813694, -4.76512336730957, 1.821289300918579, -2.5473289489746094, 4.2004499435424805, -0.7935563921928406, 3.762728691101074, -6.591479301452637, 0.1524578034877777, -4.554714202880859, -6.1864118576049805, 0.8445740342140198, -1.890505313873291, -2.053985118865967, 3.325378656387329, -1.3772045373916626, 0.2419462352991104, 4.256193161010742, 0.8505948781967163, 4.031522750854492, -0.024469835683703423, 0.16441212594509125, -0.6154094338417053, 1.5500400066375732, -4.279148578643799, -1.4780904054641724, 0.7184455990791321, -1.7427396774291992, -1.5818055868148804, 1.5692620277404785, 0.7744465470314026, 3.142611026763916, -4.318009376525879, -1.425124168395996, -0.3461238145828247, -1.3382556438446045, -0.15739558637142181, 0.15070821344852448, -3.0021328926086426, 3.3982231616973877, 2.369676351547241, 3.6194894313812256, -0.08221325278282166, -0.9259045720100403, 1.1259822845458984, -0.5216531157493591, 2.120098352432251, -0.8369457721710205, -1.2922589778900146, -2.3372292518615723, 0.09723477065563202, 3.1634347438812256, -2.3865959644317627, -0.5664317011833191, 2.7025842666625977, 0.1626928746700287, -2.3197450637817383, 0.5393054485321045, 2.222003221511841, 0.824046790599823, -0.33305418491363525, -2.1029655933380127, -0.20060814917087555, 0.2540147602558136, -0.6719066500663757, -1.19496750831604, 2.414947986602783, -2.3298280239105225, -0.7344262003898621, 0.16877584159374237, 4.9295501708984375, -0.5883532762527466, -1.5189379453659058, 0.09267369657754898, -0.6183674335479736, 3.3517329692840576, -4.665818691253662, -1.385981798171997, -0.21614967286586761, 1.952654480934143, 1.1166898012161255, -0.008650430478155613]"
